edge_mask_avg_max_init,edge_mask_connected_init,edge_mask_entropy_init,edge_mask_size_init,edge_mask_sparsity_init,explainer,fidelity_gnn_acc+,fidelity_gnn_acc-,fidelity_gnn_acc_cs,fidelity_gnn_prob+,fidelity_gnn_prob-,fidelity_gnn_prob_cs,num_test_final,number_of_edges,seed,topk,topk_values,train_model_single,unfaithfulness
0.5769631407402144,0.13157283706631534,3.5260082646059807,41.76,0.9877392836171461,hetegnnexplainer,0.1,0.12,0.17959183673469387,0.087,0.1222,0.15834668355387782,50,3406,14,5,5,hat,0.2409
0.5339108726255684,0.15224537419102638,3.4235018952016727,37.4,0.9890193775689958,hetegnnexplainer,0.14,0.14,0.24080000000000001,0.1219,0.136,0.2136912196246078,50,3406,123,5,5,hat,0.1345
