edge_mask_avg_max_init,edge_mask_connected_init,edge_mask_entropy_init,edge_mask_size_init,edge_mask_sparsity_init,explainer,fidelity_gnn_acc+,fidelity_gnn_acc-,fidelity_gnn_acc_cs,fidelity_gnn_prob+,fidelity_gnn_prob-,fidelity_gnn_prob_cs,num_test_final,number_of_edges,seed,topk,topk_values,train_model_single,unfaithfulness
0.5769631407402144,0.13157283706631534,3.5260082646059807,41.76,0.9877392836171461,hetegnnexplainer,0.24,0.08,0.3806896551724138,0.1513,0.0963,0.25922887961585034,50,3406,14,20,20,hat,0.1511
0.5339108726255684,0.15224537419102638,3.4235018952016727,37.4,0.9890193775689958,hetegnnexplainer,0.28,0.08,0.42933333333333334,0.1965,0.1101,0.32187319630303424,50,3406,123,20,20,hat,0.0991
