edge_mask_avg_max_init,edge_mask_connected_init,edge_mask_entropy_init,edge_mask_size_init,edge_mask_sparsity_init,explainer,fidelity_gnn_acc+,fidelity_gnn_acc-,fidelity_gnn_acc_cs,fidelity_gnn_prob+,fidelity_gnn_prob-,fidelity_gnn_prob_cs,num_test_final,number_of_edges,topk,topk_values,train_model_single,unfaithfulness
0.5769631407402144,0.13157283706631534,3.5260082646059807,41.76,0.9877392836171461,hetegnnexplainer,0.24,0.08,0.3806896551724138,0.1539,0.089,0.26327761510622033,50,3406,30,30,hat,0.1291
0.5769631407402144,0.13157283706631534,3.5260082646059807,41.76,0.9877392836171461,hetegnnexplainer,0.24,0.14,0.37527272727272726,0.1558,0.0887,0.2660582708833207,50,3406,30,30,hat,0.1042
0.5769631407402144,0.13157283706631534,3.5260082646059807,41.76,0.9877392836171461,hetegnnexplainer,0.24,0.1,0.3789473684210526,0.1563,0.0874,0.2668814902258637,50,3406,30,30,hat,0.1184
0.5597116946710564,0.13157283706631534,3.523772911786439,41.76,0.9877392836171461,hetegnnexplainer,0.18,0.08,0.3010909090909091,0.1481,0.0857,0.25497699144968683,50,3406,30,30,hat,0.0696
0.5597116946710564,0.13157283706631534,3.523772911786439,41.76,0.9877392836171461,hetegnnexplainer,0.16,0.08,0.27259259259259255,0.1495,0.0903,0.25680547449537344,50,3406,30,30,hat,0.074
0.5432925095441642,0.13157283706631534,3.5258240844604454,41.76,0.9877392836171461,hetegnnexplainer,0.2,0.08,0.32857142857142857,0.1347,0.0746,0.2351422172592968,50,3406,30,30,hat,0.0537
0.5432925095441642,0.13157283706631534,3.5258240844604454,41.76,0.9877392836171461,hetegnnexplainer,0.2,0.08,0.32857142857142857,0.1323,0.0746,0.23147318189400162,50,3406,30,30,hat,0.0562
0.5769631407402144,0.13157283706631534,3.5260082646059807,41.76,0.9877392836171461,hetegnnexplainer,0.26,0.16,0.3970909090909091,0.1814,0.1335,0.2999832835282346,50,3406,14,30,30,hat,0.182
0.5828707604612346,0.13157283706631534,3.526731085411593,41.76,0.9877392836171461,hetegnnexplainer,0.22,0.1,0.35357142857142854,0.1581,0.0743,0.270060930835231,50,3406,14,30,30,hat,0.0447
0.5828707604612346,0.13157283706631534,3.526731085411593,41.76,0.9877392836171461,hetegnnexplainer,0.18,0.12,0.29886792452830185,0.1388,0.0764,0.24137486939875527,50,3406,14,30,30,hat,0.0488
0.5769631407402144,0.13157283706631534,3.5260082646059807,41.76,0.9877392836171461,hetegnnexplainer,0.22,0.08,0.3550877192982456,0.1374,0.0951,0.23859634830380091,50,3406,14,30,30,hat,0.0775
0.5769631407402144,0.13157283706631534,3.5260082646059807,41.76,0.9877392836171461,hetegnnexplainer,0.32,0.08,0.4748387096774193,0.1718,0.0869,0.28917209323854653,50,3406,14,30,30,hat,0.1217
0.5769631407402144,0.13157283706631534,3.5260082646059807,41.76,0.9877392836171461,hetegnnexplainer,0.26,0.12,0.4014035087719298,0.1607,0.0932,0.27303981508066205,50,3406,14,30,30,hat,0.0856
0.5339108726255684,0.15224537419102638,3.4235018952016727,37.4,0.9890193775689958,hetegnnexplainer,0.32,0.12,0.4693333333333333,0.1927,0.1192,0.31616860333578994,50,3406,123,30,30,hat,0.1249
0.5055582541554368,0.15224537419102638,3.4213215819298517,37.4,0.9890193775689958,hetegnnexplainer,0.22,0.08,0.3550877192982456,0.1846,0.0747,0.3077807542372905,50,3406,123,30,30,hat,0.0487
0.5055582541554368,0.15224537419102638,3.4213215819298517,37.4,0.9890193775689958,hetegnnexplainer,0.2,0.1,0.32727272727272727,0.1798,0.0946,0.2999527397655914,50,3406,123,30,30,hat,0.0712
0.5339108726255684,0.15224537419102638,3.4235018952016727,37.4,0.9890193775689958,hetegnnexplainer,0.28,0.1,0.42711864406779665,0.1776,0.1016,0.2966360147320585,50,3406,123,30,30,hat,0.0897
0.5339108726255684,0.15224537419102638,3.4235018952016727,37.4,0.9890193775689958,hetegnnexplainer,0.3,0.08,0.4524590163934426,0.1985,0.0938,0.3256890038582166,50,3406,123,30,30,hat,0.0897
0.5339108726255684,0.15224537419102638,3.4235018952016727,37.4,0.9890193775689958,hetegnnexplainer,0.34,0.08,0.49650793650793656,0.2145,0.0941,0.3468366157510989,50,3406,123,30,30,hat,0.0839
0.5769631407402144,0.13157283706631534,3.5260082646059807,41.76,0.9877392836171461,hetegnnexplainer,0.28,0.08,0.42933333333333334,0.1637,0.0893,0.27751820072543637,50,3406,14,30,30,hat,0.1268
0.5339108726255684,0.15224537419102638,3.4235018952016727,37.4,0.9890193775689958,hetegnnexplainer,0.32,0.08,0.4748387096774193,0.2132,0.0939,0.34518655803505655,50,3406,123,30,30,hat,0.0836
