edge_mask_avg_max_init,edge_mask_connected_init,edge_mask_entropy_init,edge_mask_size_init,edge_mask_sparsity_init,explainer,fidelity_gnn_acc+,fidelity_gnn_acc-,fidelity_gnn_acc_cs,fidelity_gnn_prob+,fidelity_gnn_prob-,fidelity_gnn_prob_cs,num_test_final,number_of_edges,seed,topk,topk_values,train_model_single,unfaithfulness
0.5061585418649723,0.12996290545203587,3.632256157797998,47.8,0.9859659424544921,hetegnnexplainer,0.5,0.1,0.6428571428571428,0.2175,0.0965,0.35060851793482417,10,3406,14,30,30,hat,0.0736
