edge_mask_avg_max_init,edge_mask_connected_init,edge_mask_entropy_init,edge_mask_size_init,edge_mask_sparsity_init,explainer,fidelity_gnn_acc+,fidelity_gnn_acc-,fidelity_gnn_acc_cs,fidelity_gnn_prob+,fidelity_gnn_prob-,fidelity_gnn_prob_cs,num_test_final,number_of_edges,topk,topk_values,train_model_single,unfaithfulness
0.44082995497224636,0.14371392496392496,3.427183687976857,38.2,0.9887844979448033,hetegnnexplainer,0.5,0.1,0.6428571428571428,0.208,0.1001,0.3379488106811469,10,3406,30,30,hat,0.1033
0.44082995497224636,0.14371392496392496,3.427183687976857,38.2,0.9887844979448033,hetegnnexplainer,0.5,0.1,0.6428571428571428,0.208,0.1001,0.3379488106811469,10,3406,30,30,hat,0.1033
0.44082995497224636,0.14371392496392496,3.427183687976857,38.2,0.9887844979448033,hetegnnexplainer,0.5,0.1,0.6428571428571428,0.2277,0.1054,0.36305313597362826,10,3406,30,30,hat,0.1024
0.44082995497224636,0.14371392496392496,3.427183687976857,38.2,0.9887844979448033,hetegnnexplainer,0.5,0.1,0.6428571428571428,0.2173,0.1036,0.3497499501470032,10,3406,30,30,hat,0.1042
0.44082995497224636,0.14371392496392496,3.427183687976857,38.2,0.9887844979448033,hetegnnexplainer,0.4,0.1,0.5538461538461539,0.214,0.105,0.3453888589026835,10,3406,30,30,hat,0.1055
0.46627146822495175,0.15521194083694084,3.2598399843269803,32.9,0.9903405754550793,hetegnnexplainer,0.3,0.1,0.44999999999999996,0.166,0.0976,0.28036472082583613,20,3406,30,30,hat,0.065
0.46627146822495175,0.15521194083694084,3.2598399843269803,32.9,0.9903405754550793,hetegnnexplainer,0.25,0.15,0.38636363636363635,0.1447,0.1109,0.248848099184317,20,3406,30,30,hat,0.0881
0.46627146822495175,0.15521194083694084,3.2598399843269803,32.9,0.9903405754550793,hetegnnexplainer,0.2,0.35,0.3058823529411765,0.1297,0.1485,0.22504189598797997,20,3406,30,30,hat,0.1692
0.49925739673522246,0.1657388620151778,3.2222448610419576,31.04,0.9908866705813268,hetegnnexplainer,0.14,0.22,0.23739130434782613,0.1263,0.1274,0.2207275629100793,50,3406,30,30,hat,0.1978
0.44126785956732595,0.1493013468013468,3.3603597082843493,34.8,0.9897827363476218,hetegnnexplainer,0.13,0.2,0.22857142857142856,0.1316,0.1085,0.2293592297486169,15,3406,30,30,hat,0.1532
0.5099010174352367,0.15217142263194897,3.257415539034083,32.4,0.9904873752201994,hetegnnexplainer,0.13,0.27,0.22564102564102564,0.1077,0.1371,0.19144884923232247,30,3406,30,30,hat,0.2447
0.44126785956732595,0.1493013468013468,3.3603597082843493,34.8,0.9897827363476218,hetegnnexplainer,0.13,0.13,0.23111111111111113,0.1286,0.107,0.2247913857161681,15,3406,30,30,hat,0.1347
0.44126785956732595,0.1493013468013468,3.3603597082843493,34.8,0.9897827363476218,hetegnnexplainer,0.07,0.2,0.12307692307692308,0.0959,0.1261,0.17289683360430452,15,3406,30,30,hat,0.1234
0.44126785956732595,0.1493013468013468,3.3603597082843493,34.8,0.9897827363476218,hetegnnexplainer,0.0,0.2,,0.0484,0.1558,0.09151653973729523,15,3406,30,30,hat,0.186
0.44126785956732595,0.1493013468013468,3.3603597082843493,34.8,0.9897827363476218,hetegnnexplainer,0.13,0.2,0.22857142857142856,0.1089,0.1202,0.19384319947733575,15,3406,30,30,hat,0.164
0.44126785956732595,0.1493013468013468,3.3603597082843493,34.8,0.9897827363476218,hetegnnexplainer,0.07,0.2,0.12307692307692308,0.1161,0.1016,0.2056768515905403,15,3406,30,30,hat,0.0918
0.44126785956732595,0.1493013468013468,3.3603597082843493,34.8,0.9897827363476218,hetegnnexplainer,0.13,0.2,0.22857142857142856,0.1316,0.1085,0.2293592297486169,15,3406,30,30,hat,0.1532
0.5272480994398742,0.1493013468013468,3.3700527156387023,34.8,0.9897827363476218,hetegnnexplainer,0.13,0.07,0.23333333333333334,0.1196,0.0438,0.21260998101196615,15,3406,30,30,hat,0.0328
0.5576205324443134,0.17867558367558367,3.0936798911225436,26.133333333333333,0.9923272656097082,hetegnnexplainer,0.13,0.0,0.23529411764705882,0.1661,0.0621,0.2822620798215341,15,3406,30,30,hat,0.019
0.5384511254212785,0.14118968183681715,3.4850644815836853,41.69198312236287,0.9877592533404683,hetegnnexplainer,0.12,0.14,0.21115116688802754,0.1104,0.1169,0.19619181336727592,474,3406,30,30,hat,0.1648
0.5440848554645503,0.14118968183681715,3.4846109872139692,41.69198312236287,0.9877592533404683,hetegnnexplainer,0.26,0.09,0.4037609102956633,0.1842,0.0926,0.3062621324304255,474,3406,14,30,30,hat,0.0801
0.5414364225913146,0.14118968183681715,3.484326843822641,41.69198312236287,0.9877592533404683,hetegnnexplainer,0.26,0.08,0.4073538276069922,0.1852,0.0848,0.3081034667642729,474,3406,14,30,30,hat,0.0817
